Interactor_A_ID,Interactor_B_ID,Interactor_A_Name,Interactor_B_Name,Interactor_A_Alias,Interactor_B_Alias,Interaction_detection_methods,First_author,Publications,Interactor_A_Taxonomy,Interactor_B_Taxonomy,Interaction_type,Source_database,Interaction_identifier,Confidence_score,EntrezA,EntrezB,HIDA,HIDB,osEntrezA,osEntrezB,Methods
Q7K110,Q9VGP4,Q7K110_DROME(gene name),Q9VGP4_DROME(gene name),-,-,psi-mi:MI:0004,-,pubmed:22036573,7227,7227,psi-mi:MI:0915,biogrid,649103,0.436978260328818,37029,41367,2214,5874,20014,226432,affinity chromatography technology
Q7KY04,Q9VZL3,Q7KY04_DROME(gene name),Q9VZL3_DROME(gene name),-,-,psi-mi:MI:0004,-,pubmed:22036573,7227,7227,psi-mi:MI:0915,biogrid,653219,0.436978260328818,36992,38457,100632,36231,19342,106529,affinity chromatography technology
Q9VGP4,Q9VKY2,Q9VGP4_DROME(gene name),CAND1_DROME(gene name),-,-,psi-mi:MI:0004,-,pubmed:22036573,7227,7227,psi-mi:MI:0915,biogrid,647704,0.436978260328818,41367,34403,5874,10202,226432,71902,affinity chromatography technology
Q9VGP4,Q9VZL3,Q9VGP4_DROME(gene name),Q9VZL3_DROME(gene name),-,-,psi-mi:MI:0004,-,pubmed:22036573,7227,7227,psi-mi:MI:0915,biogrid,648443,0.436978260328818,41367,38457,5874,36231,226432,106529,affinity chromatography technology
Q9VAL7,Q9Y162,Q9VAL7_DROME(gene name),Q9Y162_DROME(gene name),-,-,psi-mi:MI:0004,-,pubmed:22036573,7227,7227,psi-mi:MI:0915,biogrid,649248,0.436978260328818,44643,32777,1324,69132,12330,116733,affinity chromatography technology
Q9VDW3,Q9VSJ8,DMDB_DROME(gene name),EXOC7_DROME(gene name),-,-,psi-mi:MI:0399,-,pubmed:15710747,7227,7227,psi-mi:MI:0915,intact,EBI-507536,0.417486526728708,42327,38959,20856,41019,13405,53413,two hybrid fragment pooling approach
O61307,Q9VGP4,TENM_DROME(gene name),Q9VGP4_DROME(gene name),-,-,psi-mi:MI:0007,-,pubmed:25294943,7227,7227,psi-mi:MI:0914,intact,EBI-9921261,0.406595622209586,40464,41367,22672,5874,23964,226432,anti tag coimmunoprecipitation
P07207,P24156,NOTCH_DROME(gene name),L2CC_DROME(gene name),-,-,psi-mi:MI:0007,-,pubmed:25294943,7227,7227,psi-mi:MI:0914,intact,EBI-9924105,0.406595622209586,31293,49168,32049,1980,18128,18673,anti tag coimmunoprecipitation
P05130,Q99323,KPC1_DROME(gene name),MYSN_DROME(gene name),-,-,psi-mi:MI:0045,-,pubmed:unassigned4,7227,7227,psi-mi:MI:0915,intact,EBI-874004,0.380728249542899,48311,38001,55679,55941,18750,77579,experimental interaction detection
Q9NJH0,Q9VBI4,EF1G_DROME(gene name),Q9VBI4_DROME(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0399,-,pubmed:15710747,7227,7227,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-506737,0.281942972957299,44791,43163,20363,44545,67160,102058,two hybrid | two hybrid fragment pooling approach
Q24117,Q9VWQ7,DYL1_DROME(gene name),Q9VWQ7_DROME(gene name),-,-,psi-mi:MI:0018,-,pubmed:14605208,7227,7227,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-281817,0.264834419968402,31405,32865,115597,10898,68097,72042,two hybrid
O76324,Q24253,DCO_DROME(gene name),Q24253_DROME(gene name),-,-,psi-mi:MI:0004,-,pubmed:22036573,7227,7227,psi-mi:MI:0915,biogrid,654851,0.249498897793157,43673,32987,121695,21972,27373,11764,affinity chromatography technology
P07207,Q9VZU4,NOTCH_DROME(gene name),Q9VZU4_DROME(gene name),-,-,psi-mi:MI:0004,-,pubmed:24352421,7227,7227,psi-mi:MI:0915,biogrid,2312188,0.249498897793157,31293,38378,32049,3346,18128,68349,affinity chromatography technology
P20241,Q9W0E8,NRG_DROME(gene name),ZER1_DROME(gene name),-,-,psi-mi:MI:0096,-,pubmed:25294943,7227,7227,psi-mi:MI:0914,intact,EBI-9962740,0.232151502256608,31792,192509,21041,4621,319504,227693,pull down
O61307,Q7JR58,TENM_DROME(gene name),Q7JR58_DROME(gene name),-,-,psi-mi:MI:0096,-,pubmed:25294943,7227,7227,psi-mi:MI:0914,intact,EBI-9946542,0.232151502256608,40464,36536,22672,3018,23964,93747,pull down
O61307,Q9W444,TENM_DROME(gene name),Q9W444_DROME(gene name),-,-,psi-mi:MI:0096,-,pubmed:25294943,7227,7227,psi-mi:MI:0914,intact,EBI-9946542,0.232151502256608,40464,31537,22672,41366,23964,215821,pull down
P20241,Q7KVL7,NRG_DROME(gene name),Q7KVL7_DROME(gene name),-,-,psi-mi:MI:0096,-,pubmed:25294943,7227,7227,psi-mi:MI:0914,intact,EBI-9962740,0.232151502256608,31792,37536,21041,6221,319504,65114,pull down
B0CLV3,Q6PFK4,B0CLV3_DANRE(gene name),Q6PFK4_DANRE(gene name),-,-,psi-mi:MI:2189|psi-mi:MI:0892,-,pubmed:26190107|pubmed:20802085,7955,7955,psi-mi:MI:0915,intact,EBI-2268894,0.754327515075514,492787,793954,17063,17705,260299,239857,avexis | solid phase assay
B0CLV3,B0CLV6,B0CLV3_DANRE(gene name),B0CLV6_DANRE(gene name),-,-,psi-mi:MI:2189|psi-mi:MI:0892,-,pubmed:26190107|pubmed:20802085,7955,7955,psi-mi:MI:0915,intact,EBI-2268425,0.754327515075514,492787,692273,17063,10919,260299,94332,avexis | solid phase assay
E7F1U3,E7F1U3,E7F1U3_DANRE(gene name),E7F1U3_DANRE(gene name),-,-,psi-mi:MI:0415,-,pubmed:22300786,7955,7955,psi-mi:MI:0407,biogrid,673678,0.646823005156743,562489,562489,21290,21290,55992,55992,enzymatic study
A4JYN2,A4JYN2,A4JYN2_DANRE(gene name),A4JYN2_DANRE(gene name),-,-,psi-mi:MI:0892,-,pubmed:20802085,7955,7955,psi-mi:MI:0915,intact,EBI-2268785,0.617980582219215,334113,334113,7244,7244,12032,12032,solid phase assay
Q2HPG2,Q2HPG2,Q2HPG2_DANRE(gene name),Q2HPG2_DANRE(gene name),-,-,psi-mi:MI:0892,-,pubmed:20802085,7955,7955,psi-mi:MI:0915,intact,EBI-2268807,0.617980582219215,323011,323011,3737,3737,56839,56839,solid phase assay
B0CLV6,B0CLV6,B0CLV6_DANRE(gene name),B0CLV6_DANRE(gene name),-,-,psi-mi:MI:0892,-,pubmed:20802085,7955,7955,psi-mi:MI:0915,intact,EBI-2267903,0.617980582219215,692273,692273,10919,10919,94332,94332,solid phase assay
B0CLV6,Q6PFK4,B0CLV6_DANRE(gene name),Q6PFK4_DANRE(gene name),-,-,psi-mi:MI:0892,-,pubmed:20802085,7955,7955,psi-mi:MI:0915,intact,EBI-2268872,0.617980582219215,692273,793954,10919,17705,94332,239857,solid phase assay
Q13616,Q86VP6,CUL1_HUMAN(gene name),CAND1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096|psi-mi:MI:0019|psi-mi:MI:0006,-,pubmed:27542266|pubmed:28715492|pubmed:29103612|pubmed:29499133|pubmed:12609982|pubmed:18173839|pubmed:17439941|pubmed:16036220|pubmed:12706828|pubmed:21778237|pubmed:21249194|pubmed:22405651|pubmed:12504026|pubmed:16861300|pubmed:12684064|pubmed:21169563|pubmed:22767593|pubmed:22013077|pubmed:17438373|pubmed:21145461|pubmed:22474075|pubmed:12504025|pubmed:23453757|pubmed:18826954|pubmed:25435324|pubmed:17290223,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914,mint,4304052,0.991720726817787,8454,55832,2663,10202,26965,71902,affinity chromatography technology | pull down | coimmunoprecipitation | anti bait coimmunoprecipitation
Q13501,Q13501,SQSTM_HUMAN(gene name),SQSTM_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0018|psi-mi:MI:0114|psi-mi:MI:0096|psi-mi:MI:0055|psi-mi:MI:0401|psi-mi:MI:0090|psi-mi:MI:0397|psi-mi:MI:0007|psi-mi:MI:1112|psi-mi:MI:0398,-,pubmed:25311206|pubmed:25416956|pubmed:25723488|pubmed:25686248|pubmed:26075355|pubmed:26187466|pubmed:26413874|pubmed:26902585|pubmed:26942676|pubmed:28359760|pubmed:29976090|pubmed:16169070|pubmed:21900206|pubmed:21517082|pubmed:15802564|pubmed:19931284|pubmed:12887891|pubmed:12813044|pubmed:16861740|pubmed:21220506|pubmed:23989536|pubmed:24642144|pubmed:unassigned1304|pubmed:20562859,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914,mint,8272131,0.990908673894825,8878,8878,31202,31202,18412,18412,affinity chromatography technology | two hybrid | x-ray crystallography | pull down | fluorescent resonance energy transfer | biochemical | protein complementation assay | two hybrid array | anti tag coimmunoprecipitation | two hybrid prey pooling approach | two hybrid pooling approach
Q13148,Q13148,TADBP_HUMAN(gene name),TADBP_HUMAN(gene name),-,-,psi-mi:MI:0096|psi-mi:MI:0004|psi-mi:MI:0007|psi-mi:MI:0020|psi-mi:MI:0071|psi-mi:MI:0017|psi-mi:MI:0872|psi-mi:MI:0077|psi-mi:MI:0030|psi-mi:MI:0808,-,pubmed:19465477|pubmed:29715546|pubmed:20020773|pubmed:26099433|pubmed:19383787|pubmed:21666678|pubmed:26735904|pubmed:22193716|pubmed:23384725,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915|psi-mi:MI:0408,mint,8410591,0.977752524926425,23435,23435,7221,7221,230908,230908,pull down | affinity chromatography technology | anti tag coimmunoprecipitation | transmission electron microscopy | molecular sieving | classical fluorescence spectroscopy | atomic force microscopy | nuclear magnetic resonance | cross-linking study | comigration in sds page
Q96PU5,Q96PU5,NED4L_HUMAN(gene name),NED4L_HUMAN(gene name),-,-,psi-mi:MI:0415|psi-mi:MI:0047,-,pubmed:21396940|pubmed:17719543|pubmed:25527291|pubmed:26949039|pubmed:28972136|pubmed:23695783|pubmed:30021006|pubmed:19153599|pubmed:18498246|pubmed:20542005|pubmed:22496338,9606,9606,psi-mi:MI:0407,biogrid,715675,0.976903270544223,23327,23327,86986,86986,83814,83814,enzymatic study | far western blotting
P63104,P63104,1433Z_HUMAN(gene name),1433Z_HUMAN(gene name),-,-,psi-mi:MI:0096|psi-mi:MI:0055|psi-mi:MI:0004|psi-mi:MI:0018|psi-mi:MI:0007|psi-mi:MI:0676,-,pubmed:19647741|pubmed:12861023|pubmed:22450747|pubmed:16376338|pubmed:28628118|pubmed:10887173|pubmed:20936779|pubmed:20384366|pubmed:20618440,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915|psi-mi:MI:0914,mint,7900157,0.973452618261413,7534,7534,56528,56528,22631,22631,pull down | fluorescent resonance energy transfer | affinity chromatography technology | two hybrid | anti tag coimmunoprecipitation | tandem affinity purification
Q13049,Q13049,TRI32_HUMAN(gene name),TRI32_HUMAN(gene name),-,-,psi-mi:MI:0415|psi-mi:MI:0018|psi-mi:MI:0004|psi-mi:MI:0397|psi-mi:MI:1112,-,pubmed:16816390|pubmed:25416956|pubmed:11331580|pubmed:17994549|pubmed:21628460|pubmed:19349376|pubmed:23444366|pubmed:22493164|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-4307320,0.973082730295837,22954,22954,36327,36327,69807,69807,enzymatic study | two hybrid | affinity chromatography technology | two hybrid array | two hybrid prey pooling approach
Q96QK1,Q9UBQ0,VPS35_HUMAN(gene name),VPS29_HUMAN(gene name),-,-,psi-mi:MI:0096|psi-mi:MI:0018|psi-mi:MI:0004|psi-mi:MI:0114|psi-mi:MI:0071|psi-mi:MI:0007|psi-mi:MI:1235|psi-mi:MI:0727|psi-mi:MI:1112|psi-mi:MI:0397|psi-mi:MI:1356,-,pubmed:24344282|pubmed:25416956|pubmed:28514442|pubmed:17891154|pubmed:24747528|pubmed:11102511|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-9915762,0.971349576620076,55737,51699,6221,9433,65114,56433,pull down | two hybrid | affinity chromatography technology | x-ray crystallography | molecular sieving | anti tag coimmunoprecipitation | thermal shift binding | lexa b52 complementation | two hybrid prey pooling approach | two hybrid array | validated two hybrid
Q13618,Q13618,CUL3_HUMAN(gene name),CUL3_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0415|psi-mi:MI:0055|psi-mi:MI:0090|psi-mi:MI:0007,-,pubmed:22709582|pubmed:26100637|pubmed:26286618|pubmed:17254749|pubmed:17192413|pubmed:21145461|pubmed:22911784|pubmed:19617556,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,intact,EBI-15794366,0.968235508541181,8452,8452,2661,2661,26554,26554,affinity chromatography technology | enzymatic study | fluorescent resonance energy transfer | protein complementation assay | anti tag coimmunoprecipitation
Q99873,Q99873,ANM1_HUMAN(gene name),ANM1_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0114|psi-mi:MI:0096|psi-mi:MI:0004|psi-mi:MI:0397|psi-mi:MI:1112|psi-mi:MI:0398|psi-mi:MI:0007,-,pubmed:16189514|pubmed:25416956|pubmed:12737817|pubmed:16169070|pubmed:17426288|pubmed:23455924|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0914|psi-mi:MI:0915,mint,8423989,0.96822518042034,3276,3276,21477,21477,15469,15469,two hybrid | x-ray crystallography | pull down | affinity chromatography technology | two hybrid array | two hybrid prey pooling approach | two hybrid pooling approach | anti tag coimmunoprecipitation
Q13618,Q86VP6,CUL3_HUMAN(gene name),CAND1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096|psi-mi:MI:0019,-,pubmed:26286618|pubmed:16449638|pubmed:12609982|pubmed:21249194|pubmed:22405651|pubmed:22013077|pubmed:21145461,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914,intact,EBI-456227,0.962236977048793,8452,55832,2661,10202,26554,71902,affinity chromatography technology | pull down | coimmunoprecipitation
O00233,P17980,PSMD9_HUMAN(gene name),PRS6A_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0004|psi-mi:MI:1112|psi-mi:MI:0397|psi-mi:MI:1356|psi-mi:MI:0007,-,pubmed:25416956|pubmed:28292943|pubmed:26186194|pubmed:28514442|pubmed:19490896|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-2365462,0.952118690080181,5715,5702,2106,2097,67151,19182,two hybrid | affinity chromatography technology | two hybrid prey pooling approach | two hybrid array | validated two hybrid | anti tag coimmunoprecipitation
P20339,Q9UKG1,RAB5A_HUMAN(gene name),DP13A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:1313|psi-mi:MI:0096|psi-mi:MI:1112|psi-mi:MI:0397|psi-mi:MI:1314|psi-mi:MI:0107,-,pubmed:16622416|pubmed:29568061|pubmed:15016378|pubmed:17581628|pubmed:unassigned1304|pubmed:unassigned1655,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914,mint,5208211,0.945267158003493,5868,26060,68142,32143,271457,72993,affinity chromatography technology | proximity labelling technology | pull down | two hybrid prey pooling approach | two hybrid array | proximity-dependent biotin identification | surface plasmon resonance
Q13617,Q86VP6,CUL2_HUMAN(gene name),CAND1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096|psi-mi:MI:0019|psi-mi:MI:0006,-,pubmed:12609982|pubmed:21249194|pubmed:18173839|pubmed:21778237|pubmed:22405651|pubmed:12504026,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914,intact,EBI-595242,0.939467934524644,8453,55832,2662,10202,71745,71902,affinity chromatography technology | pull down | coimmunoprecipitation | anti bait coimmunoprecipitation
O95292,Q9P0L0,VAPB_HUMAN(gene name),VAPA_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096|psi-mi:MI:0007,-,pubmed:26186194|pubmed:26496610|pubmed:28514442|pubmed:9920726|pubmed:19515777|pubmed:16227268,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407|psi-mi:MI:0914,intact,EBI-9250881,0.939467934524644,9217,9218,36163,37824,56491,30960,affinity chromatography technology | pull down | anti tag coimmunoprecipitation
Q16531,Q5TAQ9,DDB1_HUMAN(gene name),DCAF8_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096|psi-mi:MI:0114,-,pubmed:16949367|pubmed:28514442|pubmed:16964240|pubmed:19295130|pubmed:24500646|pubmed:19966799,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,intact,EBI-15821407,0.935467797414748,1642,50717,1448,56725,13194,98193,affinity chromatography technology | pull down | x-ray crystallography
P17980,P17980,PRS6A_HUMAN(gene name),PRS6A_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0096|psi-mi:MI:0004|psi-mi:MI:0090|psi-mi:MI:0397|psi-mi:MI:1112,-,pubmed:25416956|pubmed:28292943|pubmed:21675959|pubmed:8419915|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-19390022,0.928175629932181,5702,5702,2097,2097,19182,19182,two hybrid | pull down | affinity chromatography technology | protein complementation assay | two hybrid array | two hybrid prey pooling approach
P63261,P63261,ACTG_HUMAN(gene name),ACTG_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0397|psi-mi:MI:1203|psi-mi:MI:1113|psi-mi:MI:1356|psi-mi:MI:0398|psi-mi:MI:0096,-,pubmed:25416956|pubmed:16189514|pubmed:21516116|pubmed:25910212,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,mint,8164284,0.920852865554536,71,71,74402,74402,11465,11465,two hybrid | two hybrid array | split luciferase complementation | two hybrid bait and prey pooling approach | validated two hybrid | two hybrid pooling approach | pull down
Q10567,Q96CW1,AP1B1_HUMAN(gene name),AP2M1_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:7593184|pubmed:26186194|pubmed:28514442|pubmed:19380743|pubmed:24189400,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-8770591,0.915969431804359,162,1173,21972,3000,11764,11773,two hybrid | affinity chromatography technology | tandem affinity purification
Q7L576,Q9Y2A7,CYFP1_HUMAN(gene name),NCKP1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096|psi-mi:MI:0071|psi-mi:MI:0018,-,pubmed:27173435|pubmed:21107423|pubmed:19363480|pubmed:15294869|pubmed:15296760,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,intact,EBI-1771094,0.911690737037511,23191,10787,22628,8384,20430,50884,affinity chromatography technology | pull down | molecular sieving | two hybrid
Q9UKG1,Q9UKG1,DP13A_HUMAN(gene name),DP13A_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0114|psi-mi:MI:0096|psi-mi:MI:0397|psi-mi:MI:1112|psi-mi:MI:0013,-,pubmed:25416956|pubmed:17581628|pubmed:17502098|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0914|psi-mi:MI:0915,mint,5204160,0.911476823621972,26060,26060,32143,32143,72993,72993,two hybrid | x-ray crystallography | pull down | two hybrid array | two hybrid prey pooling approach | biophysical
O00429,O00429,DNM1L_HUMAN(gene name),DNM1L_HUMAN(gene name),-,-,psi-mi:MI:0096|psi-mi:MI:0007|psi-mi:MI:0071|psi-mi:MI:0030|psi-mi:MI:0114|psi-mi:MI:0028,-,pubmed:23530241|pubmed:20850011|pubmed:21701560|pubmed:23584531,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,mint,8433424,0.908350152749478,10059,10059,6384,6384,74006,74006,pull down | anti tag coimmunoprecipitation | molecular sieving | cross-linking study | x-ray crystallography | cosedimentation in solution
O75340,O75340,PDCD6_HUMAN(gene name),PDCD6_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0397|psi-mi:MI:0114|psi-mi:MI:0398,-,pubmed:25416956|pubmed:16189514|pubmed:21988832|pubmed:18940611,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-758581,0.898966072774718,10016,10016,7880,7880,18570,18570,two hybrid | two hybrid array | x-ray crystallography | two hybrid pooling approach
P08754,Q86YR5,GNAI3_HUMAN(gene name),GPSM1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096,-,pubmed:21209316|pubmed:26186194|pubmed:28514442|pubmed:12719437,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,biogrid,2497979,0.896030133421862,2773,26086,55975,16987,14679,67839,affinity chromatography technology | pull down
O15066,Q9Y496,KIF3B_HUMAN(gene name),KIF3A_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007|psi-mi:MI:0676,-,pubmed:27173435|pubmed:26496610|pubmed:28514442|pubmed:17825299,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-12450986,0.895432856220945,9371,11127,55849,38266,16569,16568,affinity chromatography technology | anti tag coimmunoprecipitation | tandem affinity purification
O94973,Q96CW1,AP2A2_HUMAN(gene name),AP2M1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:26186194|pubmed:28514442|pubmed:19380743|pubmed:24189400,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-8770591,0.895432856220945,161,1173,5335,3000,11772,11773,affinity chromatography technology | tandem affinity purification
P61981,P61981,1433G_HUMAN(gene name),1433G_HUMAN(gene name),-,-,psi-mi:MI:0055|psi-mi:MI:0004|psi-mi:MI:0069|psi-mi:MI:0114|psi-mi:MI:0096,-,pubmed:28628118|pubmed:16223726|pubmed:17085597|pubmed:20639859,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,mint,8043732,0.889960673288432,7532,7532,22725,22725,22628,22628,fluorescent resonance energy transfer | affinity chromatography technology | mass spectrometry studies of complexes | x-ray crystallography | pull down
P53680,Q96CW1,AP2S1_HUMAN(gene name),AP2M1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:28514442|pubmed:26186194|pubmed:19380743|pubmed:24189400,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-8770591,0.885844230099175,1175,1173,3001,3000,232910,11773,affinity chromatography technology | tandem affinity purification
O95782,Q96CW1,AP2A1_HUMAN(gene name),AP2M1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0676,-,pubmed:26186194|pubmed:28514442|pubmed:19380743|pubmed:24189400,9606,9606,psi-mi:MI:0915|psi-mi:MI:0914,intact,EBI-8770591,0.885844230099175,160,1173,68997,3000,11771,11773,affinity chromatography technology | tandem affinity purification
P02786,P02786,TFR1_HUMAN(gene name),TFR1_HUMAN(gene name),-,-,psi-mi:MI:0114|psi-mi:MI:0071|psi-mi:MI:0028|psi-mi:MI:0807,-,pubmed:10531064|pubmed:20208545|pubmed:29302006|pubmed:23384347,9606,9606,psi-mi:MI:0914|psi-mi:MI:0407,mint,8413163,0.882082762556893,7037,7037,2429,2429,22042,22042,x-ray crystallography | molecular sieving | cosedimentation in solution | comigration in gel electrophoresis
Q13618,Q8WVZ9,CUL3_HUMAN(gene name),KBTB7_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0007,-,pubmed:25684205|pubmed:20562859|pubmed:28514442|pubmed:21145461,9606,9606,psi-mi:MI:0915,intact,EBI-3232144,0.881169677190494,8452,84078,2661,41849,26554,211255,affinity chromatography technology | anti tag coimmunoprecipitation
Q13616,Q13616,CUL1_HUMAN(gene name),CUL1_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0096,-,pubmed:17254749|pubmed:21778237|pubmed:21169563|pubmed:21145461,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,biogrid,688789,0.877952162705919,8454,8454,2663,2663,26965,26965,affinity chromatography technology | pull down
P14136,P14136,GFAP_HUMAN(gene name),GFAP_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0397|psi-mi:MI:1113|psi-mi:MI:1356|psi-mi:MI:1112,-,pubmed:25416956|pubmed:25910212|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-20018160,0.877650272033229,2670,2670,1554,1554,14580,14580,two hybrid | two hybrid array | two hybrid bait and prey pooling approach | validated two hybrid | two hybrid prey pooling approach
Q9C026,Q9C026,TRIM9_HUMAN(gene name),TRIM9_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0018,-,pubmed:26702829|pubmed:26915459|pubmed:11331580|pubmed:24778312,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,biogrid,940857,0.874442679653732,114088,114088,9045,9045,94090,94090,affinity chromatography technology | two hybrid
O43708,O43708,MAAI_HUMAN(gene name),MAAI_HUMAN(gene name),-,-,psi-mi:MI:0018|psi-mi:MI:0397|psi-mi:MI:1112|psi-mi:MI:0398,-,pubmed:25416956|pubmed:16189514|pubmed:unassigned1304,9606,9606,psi-mi:MI:0407|psi-mi:MI:0915,intact,EBI-756247,0.867334998717335,2954,2954,7747,7747,14874,14874,two hybrid | two hybrid array | two hybrid prey pooling approach | two hybrid pooling approach
P11532,Q9Y4J8,DMD_HUMAN(gene name),DTNA_HUMAN(gene name),-,-,psi-mi:MI:0004|psi-mi:MI:0047|psi-mi:MI:0018|psi-mi:MI:0096|psi-mi:MI:0049,-,pubmed:28514442|pubmed:10767429|pubmed:9356463,9606,9606,psi-mi:MI:0915|psi-mi:MI:0407,mint,18893,0.867179335547152,1756,1837,20856,20362,13405,13527,affinity chromatography technology | far western blotting | two hybrid | pull down | filter binding
