Yeast Gene,Entrez,Source
RAD6,7319;7320,Ensembl;Panther;TreeFam;HomoloGene
RAD61,23063,Panther
RAD9,7158,Panther
RAI1,1797,Ensembl;HomoloGene;Panther;TreeFam
RAM1,2342,Ensembl;Panther;TreeFam
RAM2,2339,Ensembl;HomoloGene;Panther;TreeFam
RAS1,3266;2669;3265;3845;22808;4893;5898;5899;28954;6016;6014;6236;6237;22800,TreeFam;Ensembl;Panther;HomoloGene
RAS2,3266;2669;3265;3845;22808;4893;5898;5899;28954;6016;6014;6236;6237;22800,TreeFam;Ensembl;Panther;HomoloGene
RAT1,54464;22803,Panther;Ensembl;HomoloGene;TreeFam
RAV1,1657;23312,Ensembl;Panther
RAX1,11216,Panther
RBA50,26015,Ensembl;Panther
RBG1,4733,Ensembl;HomoloGene;Panther;TreeFam
RBG2,1819,Ensembl;HomoloGene;Panther;TreeFam
RBK1,64080,HomoloGene;TreeFam
RBL2,6902,Panther;TreeFam
RBS1,10777,Panther
RCE1,9986,Ensembl;Panther;TreeFam
RCH1,84068,Ensembl;Panther;TreeFam
RCK1,8536;57118;57172;79012;9201;166614;9261;7867;8569;2872;139728;5681,TreeFam;Panther;Ensembl
RCK2,8536;57118;57172;79012;9201;166614;9261;7867;8569;2872;139728;5681,TreeFam;Panther;Ensembl
RCL1,10171;8634,Ensembl;HomoloGene;Panther;TreeFam
RCM1,55695,Ensembl;HomoloGene;Panther;TreeFam
RCN1,1827;10231;11123,Panther
RCO1,326;51317;10771;23613,Panther
RCY1,10640,Panther
RDH54,25788;8458,HomoloGene;TreeFam;Panther
RDI1,396;397;398,Ensembl;HomoloGene;Panther;TreeFam
RDL1,100131187,Ensembl
RDL2,100131187,Ensembl
REC8,5885;9985,Panther
REH1,90441,Ensembl;Panther;TreeFam
REI1,90441,Ensembl;Panther;TreeFam
RER2,79947,Ensembl;HomoloGene;Panther;TreeFam
RET1,55703,HomoloGene;Panther;TreeFam
RET2,372,Ensembl;Panther;TreeFam
RET3,22818;51226,Ensembl;HomoloGene;Panther;TreeFam
REV1,5429;11201;51426;51455,Ensembl;Panther;TreeFam
REV3,340533;5980,Ensembl;Panther
REV7,10459,Panther
REX2,25996,Ensembl;HomoloGene;Panther;TreeFam
REX3,57455,Ensembl;Panther
REX4,64782;3669;81875;57109,Ensembl;Panther;TreeFam
RFA1,6117,Ensembl;HomoloGene;Panther;TreeFam
RFA2,6118;29935,Ensembl;HomoloGene;Panther;TreeFam
RFC1,5981,Ensembl;HomoloGene;Panther;TreeFam
RFC2,5984;5985,Ensembl;HomoloGene;TreeFam;Panther
RFC3,5985,Ensembl;HomoloGene;Panther;TreeFam
RFC4,5982,Ensembl;HomoloGene;Panther;TreeFam
RFC5,5983,Ensembl;HomoloGene;Panther;TreeFam
RFT1,91869,Ensembl;HomoloGene;Panther;TreeFam
RFU1,10617;57559,Panther
RFX1,5989;5990;5991;5992;5993;222546;64864,Ensembl;Panther
RGA1,55114;58504;83478;9938;2909;393;394;1123;1124;29127;57522;23380;647135;653464;9901,Ensembl;Panther
RGA2,55114;58504;83478;9938;2909;393;394;1123;1124;29127;57522;23380;647135;653464;9901,Ensembl;Panther
RGD1,257106;57514;9743;115703;2909;1123;1124;29127;10928,Ensembl;Panther
RGD2,23149;115548;8522,Panther
RGP1,9827,Panther
RGR1,9282,Panther
RGS2,8312;8313;5996;6001;8786;6002;6003;10636;6004;64407;10287;5997;8601;431704;26166;5998;5999;8490;9628;6000;85397;8787;353299,Panther
RGT2,11182;29988,Ensembl
RHB1,28512;28511;5908;387496;65997;85004;6009,Panther;Ensembl;HomoloGene;TreeFam
RHO1,387;388;9886;23221;389;29984;27289;8153;390,Ensembl;HomoloGene;Panther;TreeFam
RHO2,387;389;27289;8153;390,Panther
RHO3,388,Panther
RHO4,387;389;27289;8153;390,Panther
RHO5,998;22836;57381;23433;58480,Panther
RIC1,57589,Panther
RIE1,11338,Panther
RIF1,55183,Panther
RIM1,6742,Panther
RIM11,2931;2932,Ensembl;HomoloGene;Panther
RIM15,22983;23139;23031;84930,Panther
RIM2,84275;55186,Panther;TreeFam;Ensembl;HomoloGene
RIM20,10015;25930;114822,Ensembl;HomoloGene;Panther;TreeFam
RIO1,8780,Ensembl;Panther;TreeFam
RIO2,23300;8780,Panther
RIP1,7386,HomoloGene;Panther;TreeFam
RIX7,4931,Ensembl;HomoloGene;Panther;TreeFam
RKI1,22934,Ensembl;HomoloGene;Panther;TreeFam
RKM4,79918,Ensembl;Panther
RKM5,196483;653333;55199,Panther
RKR1,26046,Ensembl;Panther
RLF2,10036,Panther
RLI1,6059,Ensembl;HomoloGene;Panther;TreeFam
RLM1,4205;100271849;4208;4209,Ensembl;Panther;TreeFam
RLP24,51187,HomoloGene;Panther;TreeFam
RLP7,6129,Panther
RMD1,55005,TreeFam
RMD8,55005,TreeFam
RML2,51069,Ensembl;Panther
RMT2,2593,Panther;TreeFam
RNA1,5905,Ensembl;HomoloGene;Panther
RNA14,1479,Ensembl;HomoloGene;Panther;TreeFam
RNA15,1478;23283,Ensembl;Panther
RNH1,246243,Ensembl;Panther;TreeFam
RNH201,10535,Ensembl;HomoloGene;Panther;TreeFam
RNH202,79621,Panther
RNH203,84153,Panther
RNR1,6240,Ensembl;HomoloGene;Panther;TreeFam
RNR2,6241;50484,Ensembl;HomoloGene;Panther;TreeFam
RNR3,6240,HomoloGene;Panther;TreeFam
RNR4,6241;50484,Panther;TreeFam
RNT1,29102,Panther
RNY1,8635,Panther
ROD1,57561;10628,Panther;TreeFam
ROG3,57561;10628,Panther
ROK1,11056,Ensembl;HomoloGene;Panther;TreeFam
ROM1,11214;9826;23365;23370;9181;64283;50650;10276,Ensembl
ROM2,11214;9826;23365;23370;9181;64283;50650;10276,Ensembl
ROT2,2548;23193;2595;8972;6476,Ensembl;HomoloGene;Panther;TreeFam
ROX1,6656;6663;6664;6666;9580;8403;6665;64321;54345;6657;11166;6658;11063;6659;6660;55553;83595;30812;6662;6736,Panther;TreeFam
RPA12,30834,Ensembl;Panther;TreeFam
RPA135,84172,Ensembl;HomoloGene;Panther;TreeFam
RPA190,25885,Ensembl;HomoloGene;Panther;TreeFam
RPA34,10849,Panther
RPA43,221830,Panther
RPB10,5441,Ensembl;HomoloGene;Panther;TreeFam
RPB11,5439;246721,Ensembl;Panther;TreeFam;HomoloGene
RPB2,5431;55703,Ensembl;HomoloGene;Panther;TreeFam
RPB3,5432,Ensembl;HomoloGene;Panther;TreeFam
RPB4,5433,Panther;TreeFam
RPB5,5434,Ensembl;HomoloGene;Panther;TreeFam
RPB7,5436,Ensembl;HomoloGene;Panther;TreeFam
RPB8,5437,Ensembl;Panther;TreeFam
RPB9,5438,Ensembl;HomoloGene;Panther;TreeFam
RPC10,5440,Panther;TreeFam
RPC11,51728,HomoloGene;Panther;TreeFam
RPC17,435;27297,TreeFam;Panther
RPC19,51082,Ensembl;HomoloGene;Panther;TreeFam
RPC40,9533,Ensembl;HomoloGene;Panther;TreeFam
RPC53,661,Panther
RPD3,3065;3066;8841;55869,Ensembl;HomoloGene;Panther
RPE1,6120,Ensembl;HomoloGene;Panther;TreeFam
RPG1,8661,Ensembl;HomoloGene;Panther;TreeFam
RPH1,9682;23030;23081;55693;390245,Ensembl;Panther;TreeFam
RPL10,6134,Ensembl;Panther;TreeFam
RPL11A,6135,Ensembl;HomoloGene;Panther;TreeFam
RPL11B,6135,Ensembl;HomoloGene;Panther;TreeFam
RPL12A,6136,Ensembl;HomoloGene;Panther;TreeFam
RPL12B,6136,Ensembl;HomoloGene;Panther;TreeFam
RPL13A,6137,Ensembl;HomoloGene;Panther;TreeFam
RPL13B,6137,Ensembl;HomoloGene;Panther;TreeFam
RPL15A,6138,Ensembl;HomoloGene;Panther;TreeFam
RPL15B,6138,Ensembl;HomoloGene;Panther;TreeFam
RPL17A,6139,Ensembl;HomoloGene;Panther;TreeFam
RPL17B,6139,Ensembl;HomoloGene;Panther;TreeFam
RPL18A,6141,Ensembl;HomoloGene;Panther;TreeFam
RPL18B,6141,Ensembl;HomoloGene;Panther;TreeFam
RPL19A,6143,Ensembl;HomoloGene;Panther;TreeFam
RPL19B,6143,Ensembl;HomoloGene;Panther;TreeFam
RPL1A,4736,Ensembl;HomoloGene;Panther;TreeFam
RPL1B,4736,Ensembl;HomoloGene;Panther;TreeFam
RPL20A,6142,Ensembl;HomoloGene;Panther;TreeFam
RPL20B,6142,Ensembl;HomoloGene;Panther;TreeFam
RPL21A,6144,Ensembl;HomoloGene;Panther;TreeFam
RPL21B,6144,Ensembl;HomoloGene;Panther;TreeFam
RPL22A,6146,Ensembl;HomoloGene;Panther;TreeFam
RPL22B,6146,Ensembl;Panther;TreeFam
RPL23A,9349,HomoloGene;Panther
RPL23B,9349,HomoloGene;Panther
RPL24A,6152,Ensembl;HomoloGene;Panther;TreeFam
RPL24B,6152,Ensembl;HomoloGene;Panther;TreeFam
RPL25,6147,Panther;TreeFam
RPL26A,6154,Ensembl;HomoloGene;Panther;TreeFam
RPL26B,6154,Ensembl;HomoloGene;Panther;TreeFam
RPL27A,6155,Ensembl;HomoloGene;Panther;TreeFam
RPL27B,6155,Ensembl;HomoloGene;Panther;TreeFam
RPL28,6157,Ensembl;HomoloGene;Panther;TreeFam
RPL29,6159,Ensembl;Panther
RPL2A,6132,Ensembl;HomoloGene;Panther;TreeFam
RPL2B,6132,Ensembl;HomoloGene;Panther;TreeFam
RPL3,6122,Ensembl;HomoloGene;Panther;TreeFam
RPL30,6156,Ensembl;HomoloGene;Panther
RPL33A,6165,Ensembl;HomoloGene;Panther;TreeFam
RPL33B,6165,Ensembl;HomoloGene;Panther;TreeFam
RPL37A,55744;6167,Panther;HomoloGene
RPL37B,55744;6167,Panther;HomoloGene
RPL38,6169,Ensembl;Panther;TreeFam
RPL39,6170;116832,Ensembl;Panther;TreeFam
RPL40A,7311;7314;7316,Ensembl;HomoloGene
RPL40B,7311;7314;7316,Ensembl;HomoloGene
RPL42A,6173;6166,Ensembl;HomoloGene;Panther;TreeFam
RPL42B,6173;6166,Ensembl;HomoloGene;Panther;TreeFam
RPL43A,6168,HomoloGene;TreeFam
RPL43B,6168,HomoloGene;TreeFam
RPL4A,6124,HomoloGene;Panther;TreeFam
RPL4B,6124,HomoloGene;Panther;TreeFam
RPL5,6125,Ensembl;HomoloGene;Panther;TreeFam
RPL6A,6128,Ensembl;Panther;TreeFam
RPL6B,6128,Ensembl;Panther;TreeFam
RPL7A,6129,Ensembl;HomoloGene;Panther
RPL7B,6129,Ensembl;HomoloGene;Panther
RPL8A,6130,Ensembl;HomoloGene;Panther;TreeFam
RPL8B,6130,Ensembl;HomoloGene;Panther;TreeFam
RPL9A,6133,Ensembl;HomoloGene;Panther;TreeFam
RPL9B,6133,Ensembl;HomoloGene;Panther;TreeFam
RPN1,5708,Ensembl;HomoloGene;Panther;TreeFam
RPN10,5710,Ensembl;HomoloGene;Panther;TreeFam
RPN11,10213,Ensembl;HomoloGene;Panther;TreeFam
RPN13,11047,Panther
RPN5,5718,HomoloGene;Panther;TreeFam
RPN6,5717,Ensembl;HomoloGene;Panther;TreeFam
RPN7,2873,Ensembl
RPN8,10980;8665;5713,Ensembl;HomoloGene;Panther;TreeFam
RPN9,5719,Ensembl;HomoloGene;Panther;TreeFam
RPO21,5430;11128,Ensembl;HomoloGene;Panther;TreeFam
RPO26,5435,Ensembl;Panther;TreeFam
RPO31,11128,HomoloGene;Panther;TreeFam
RPO41,5442,Ensembl;Panther;TreeFam
RPP0,6175,Ensembl;HomoloGene;Panther;TreeFam
RPP1,10556,Ensembl;HomoloGene;Panther;TreeFam
RPP1A,6176,Panther;TreeFam
RPP1B,6176,Panther;TreeFam
RPP2A,6181,Panther;TreeFam
RPP2B,6181,Panther;TreeFam
RPR2,79897,Panther
RPS0A,3921,Ensembl;HomoloGene;Panther;TreeFam
RPS0B,3921,Ensembl;HomoloGene;Panther;TreeFam
RPS10A,6204,Ensembl;HomoloGene;Panther;TreeFam
RPS10B,6204,Ensembl;HomoloGene;Panther;TreeFam
RPS11A,6205,Ensembl;HomoloGene;Panther;TreeFam
RPS11B,6205,Ensembl;HomoloGene;Panther;TreeFam
RPS12,1647;4616;10912;6206,TreeFam;HomoloGene;Panther
RPS13,6207,Ensembl;HomoloGene;Panther;TreeFam
RPS14A,6208,Ensembl;HomoloGene;Panther
RPS14B,6208,Ensembl;HomoloGene;Panther
RPS15,6209,Ensembl;HomoloGene;Panther;TreeFam
RPS16A,6217,Ensembl;HomoloGene;Panther;TreeFam
RPS16B,6217,Ensembl;HomoloGene;Panther;TreeFam
RPS17A,6218,Ensembl;HomoloGene;Panther;TreeFam
RPS17B,6218,Ensembl;HomoloGene;Panther;TreeFam
RPS18A,6222,Ensembl;HomoloGene;Panther;TreeFam
RPS18B,6222,Ensembl;HomoloGene;Panther;TreeFam
RPS19A,6223,Panther;TreeFam
RPS19B,6223,Panther;TreeFam
RPS1A,6189,Ensembl;Panther;TreeFam
RPS1B,6189,Ensembl;Panther;TreeFam
RPS2,6187,Ensembl;HomoloGene;Panther;TreeFam
RPS20,6224,HomoloGene;Panther;TreeFam
RPS21A,6227,Ensembl;HomoloGene;Panther;TreeFam
RPS21B,6227,Ensembl;HomoloGene;Panther;TreeFam
RPS22A,6210,Ensembl;HomoloGene;Panther;TreeFam
RPS22B,6210,Ensembl;HomoloGene;Panther;TreeFam
RPS23A,6228,Ensembl;HomoloGene;Panther;TreeFam
RPS23B,6228,Ensembl;HomoloGene;Panther;TreeFam
RPS24A,6229,Ensembl;HomoloGene;Panther;TreeFam
RPS24B,6229,Ensembl;HomoloGene;Panther;TreeFam
RPS25A,6230,Panther;TreeFam
RPS25B,6230,Panther;TreeFam
RPS26A,6231,Ensembl;HomoloGene;Panther;TreeFam
RPS26B,6231,Ensembl;HomoloGene;Panther;TreeFam
RPS27A,6232;51065,Ensembl;HomoloGene;Panther;TreeFam
RPS27B,6232;51065,Ensembl;HomoloGene;Panther;TreeFam
RPS28A,6234,HomoloGene;Panther
RPS28B,6234,HomoloGene;Panther
RPS29A,6235,Ensembl;Panther;TreeFam
RPS29B,6235,Ensembl;Panther;TreeFam
RPS3,6188,Ensembl;HomoloGene;Panther;TreeFam
RPS31,6233,Ensembl;HomoloGene;TreeFam
RPS4A,6191;6192;140032,HomoloGene;Panther;TreeFam;Ensembl
RPS4B,6191;6192;140032,HomoloGene;Panther;TreeFam;Ensembl
RPS5,6193,Ensembl;HomoloGene;Panther;TreeFam
RPS6A,6194,Ensembl;HomoloGene;Panther;TreeFam
RPS6B,6194,Ensembl;HomoloGene;Panther;TreeFam
RPS7A,6201,Ensembl;Panther;TreeFam
RPS7B,6201,Ensembl;HomoloGene;Panther;TreeFam
RPS8A,6202,Ensembl;HomoloGene;Panther;TreeFam
RPS8B,6202,Ensembl;HomoloGene;Panther;TreeFam
RPS9A,6203,Ensembl;HomoloGene;Panther;TreeFam
RPS9B,6203,Ensembl;HomoloGene;Panther;TreeFam
RPT1,5701,Ensembl;HomoloGene;Panther;TreeFam
RPT2,5700,Ensembl;HomoloGene;Panther
RPT3,5704,Ensembl;HomoloGene;Panther;TreeFam
RPT4,5706,Ensembl;HomoloGene;Panther;TreeFam
RPT5,5702,Ensembl;HomoloGene;Panther;TreeFam
RPT6,5705,Ensembl;HomoloGene;Panther;TreeFam
RQC1,22980,Ensembl;Panther;TreeFam
RQC2,9147,Panther;TreeFam
RQT4,9325,Panther
RRB1,83743,HomoloGene;Panther;TreeFam
RRD1,5524,Ensembl;Panther;TreeFam
RRD2,5524,HomoloGene;Panther;TreeFam
RRF1,92399,Panther
RRI1,10987,Ensembl;Panther;TreeFam
RRM3,80119,Ensembl;Panther
RRN3,54700,Ensembl;Panther;TreeFam
RRN7,9014,Panther
RRP1,8568;23076,Panther;Ensembl
RRP14,6838,Panther
RRP15,51018,Panther
RRP3,55794;51202,Ensembl;HomoloGene;Panther;TreeFam
RRP36,88745,Panther;TreeFam
RRP4,23404,Ensembl;HomoloGene;Panther;TreeFam
RRP40,51010,Ensembl;HomoloGene;Panther;TreeFam
RRP42,23016,Panther;TreeFam
RRP43,11340,Panther
RRP45,23016;11340;5393,Ensembl;HomoloGene;Panther;TreeFam
RRP46,56915,Ensembl;Panther;TreeFam
RRP5,22984,Ensembl;Panther;TreeFam
RRP6,5394,Ensembl;Panther;TreeFam
RRP8,23378,Panther;TreeFam
RRP9,7011,Ensembl
RRT12,8720;255738,Panther;Ensembl
RRT2,92715;25929;5191;84942;79084,Ensembl;TreeFam;Panther
RSA1,26747,Panther
RSC1,55193,Panther
RSC2,55193,Ensembl;Panther
RSC4,55193,Panther
RSC58,2019;2020,Panther
RSC6,6602;6603;6604,Panther
RSC8,6599;6601,Panther
RSC9,5926;51742;10865;84159,Panther
RSE1,1642;23450,Ensembl;Panther;TreeFam
RSM18,55168;51023,Panther
RSM19,6209,TreeFam
RSM23,7818,Panther
RSM24,60488,Panther
RSM25,51649,Panther
RSM27,51650,Panther
RSM7,51081,Panther;TreeFam
RSO55,91574,Ensembl;Panther;TreeFam
RSP5,9870;23072;10075;83737;4734;23327;57154;11059;11060,Ensembl;Panther;TreeFam;HomoloGene
RSR1,148252;54769;9077;5906;5908;5911;5912;51655;23551;6016;6014,Ensembl;TreeFam;Panther;HomoloGene
RTC2,54896,Ensembl;Panther;TreeFam
RTC5,135112;55074,Panther
RTC6,64979,Panther;TreeFam
RTF1,23168,Ensembl;Panther
RTG1,4286;7030;7942;22797;7391;7392,Panther
RTG3,4286;6945;7030;7942;22797;7391;7392,Panther;TreeFam
RTK1,30811;5563,Panther
RTN1,6252;6253;10313;57142,Panther;TreeFam
RTN2,6252;6253;10313;57142,Panther
RTR1,79871,Panther
RTR2,79871,Panther
RTS1,5525;5526;5527;5528;5529,Ensembl;TreeFam;Panther
RTS2,22944,Ensembl;Panther
RTT10,11180,Ensembl;HomoloGene;Panther
RTT103,55197;58490;23248,Ensembl;Panther
RTT107,9656;22976,Panther
RUB1,9636;4738,Panther;Ensembl;HomoloGene
RUD3,9321,Panther
RVB1,8607,Ensembl;HomoloGene;Panther;TreeFam
RVB2,10856,Ensembl;HomoloGene;Panther;TreeFam
RVS161,55909,Ensembl;HomoloGene;TreeFam
SAC1,22876;22908,Ensembl;HomoloGene;Panther;TreeFam
SAC3,8888,Ensembl;Panther
SAC6,3936;5357;5358,Ensembl;HomoloGene;TreeFam
SAC7,58504;83478;9938;9411;51291;23526,Panther
SAD1,10713,Ensembl;TreeFam
SAF1,57679,Panther
SAH1,191;10768;23382,Ensembl;HomoloGene;Panther;TreeFam
SAK1,84254;10645;6794,Ensembl;Panther;TreeFam
SAL1,79085;29957;114789;284427,Panther;TreeFam
SAM1,4143;4144,Ensembl;Panther;TreeFam;HomoloGene
SAM2,4143;4144,Panther;TreeFam;HomoloGene
SAM3,56301;23657;8140;9057;9056;23428;11136,Panther
SAM37,10651,Panther
SAM50,25813,Ensembl;HomoloGene;Panther;TreeFam
SAP1,63979;6683,Ensembl;TreeFam;Panther
SAP155,22870;9701;55291,Ensembl;Panther
SAP185,22870;9701;55291,Ensembl;Panther
SAP190,22870;9701;55291,Ensembl;Panther
SAP30,8819;79685,Panther
SAP4,22870;9701;55291,Ensembl;Panther
SAR1,56681;51128,Ensembl;HomoloGene;Panther;TreeFam
SAS10,57050,Ensembl;Panther;TreeFam
SAS2,10524;84148,Panther
SAS3,11143,Panther;TreeFam
SAS5,4298;4300;8089,Panther
SAT4,30811;5563,Panther
SAY1,57552,Panther
SBA1,10728,Panther;TreeFam
SBH1,10952,Panther;TreeFam
SBH2,10952,Panther;TreeFam
SCC2,25836,Ensembl;Panther
SCD6,26065,Ensembl;Panther
SCEI,4519,Panther
SCH9,207;208;10000;5578;5579;5580;5581;5582;5583;5584;5588;5590;6198;6199;6446;10110;23678,Ensembl;HomoloGene;TreeFam
SCJ1,3301;55735,TreeFam;Ensembl
SCL1,5687,Ensembl;HomoloGene;Panther;TreeFam
SCO1,6341;9997,Ensembl;HomoloGene;Panther;TreeFam
SCO2,6341;9997,Ensembl;Panther;TreeFam
SCP1,1264;1265;1266;6876;8407;29114,Ensembl;Panther;TreeFam
SCP160,80114;3069,Ensembl;TreeFam;Panther
SCS2,64598;9218;9217,Panther;Ensembl;TreeFam
SCS22,64598;9218;9217,Panther;Ensembl;TreeFam
SCS3,161247;128486,Panther
SCS7,79152,Ensembl;HomoloGene;Panther;TreeFam
SCY1,55681,Ensembl;Panther;TreeFam
SDC25,5900;9649;5923;5924;23179;5863;266747,Panther
SDD2,9141,Panther;TreeFam
SDH1,6389,Ensembl;HomoloGene;Panther;TreeFam
SDH2,6390,Ensembl;HomoloGene;Panther;TreeFam
SDH3,6391,Panther;TreeFam
SDH4,6392,Panther;TreeFam
SDH5,54949,HomoloGene;Panther;TreeFam
SDH6,644096,Panther;TreeFam
SDH7,57001,Panther;TreeFam
SDL1,10993,Panther
SDO1,51119,Ensembl;HomoloGene;Panther;TreeFam
SDP1,1843;11221;11266;51207;11072;80824;150290;142679;1844;63904;1845;1846;1847;1848;1849;1850;1852;114971;54434;85464;54961;6815,Panther;TreeFam
SDS22,4064;11064;123872;2615;375387;5510;7097;7098;7099;7100;51284,Panther;Ensembl;HomoloGene;TreeFam
SDS23,5571;51422;53632,Panther
SDS24,5571;51422;53632,Panther
SDS3,25855;64426,Panther
SEA4,54468,Ensembl;Panther
SEC1,6812;6813;6814,Ensembl;Panther;TreeFam;HomoloGene
SEC10,10640,Ensembl;HomoloGene;Panther
SEC13,6396,Ensembl;HomoloGene;Panther;TreeFam
SEC14,6397;23541;266629;284904;7274,Ensembl;Panther;HomoloGene
SEC15,54536;23233,Ensembl;Panther;HomoloGene
SEC16,9919;89866,Panther
SEC17,8775;63908,Ensembl;HomoloGene;TreeFam
SEC18,4905,Ensembl;HomoloGene;Panther;TreeFam
SEC2,117177,Panther;TreeFam
SEC20,662,Panther
SEC21,22820;26958,Ensembl;Panther;TreeFam;HomoloGene
SEC22,26984;9554;9117,Panther;TreeFam;HomoloGene;Ensembl
SEC23,10484;10483,Ensembl;HomoloGene;Panther;TreeFam
SEC24,10802;10427;9632;9871,Ensembl;Panther;HomoloGene;TreeFam
SEC26,1315,Ensembl;HomoloGene;Panther;TreeFam
SEC27,9276,Ensembl;HomoloGene;Panther;TreeFam
SEC28,11316,Panther
SEC3,55763;29091,Panther
SEC31,22872;25956,Ensembl;Panther;TreeFam;HomoloGene
SEC39,51594,Panther
SEC4,10890;201475;5872;5861;81876;25837;5873;5874;11021;326624;4218;51762;158158,TreeFam;Panther;Ensembl;HomoloGene
SEC5,55770,Panther
SEC53,5372;5373,Ensembl;Panther;TreeFam;HomoloGene
SEC59,22845,Ensembl;Panther;TreeFam
SEC6,11336;283849;7127,Panther
SEC61,29927,Ensembl;HomoloGene;Panther;TreeFam
SEC62,7095,Ensembl;Panther;TreeFam
SEC63,11231,Ensembl;Panther
SEC65,6728,Panther;TreeFam
SEC7,10565;10564;9267;9266;9265;27128;9922;23096;440073;5662;23362;23550,Ensembl;HomoloGene;TreeFam
SEC8,60412,Panther
SEC9,8773;6616;9342,Panther;TreeFam
SED5,6811,Ensembl;HomoloGene;Panther;TreeFam
SEG1,265;266,Panther
SEG2,844;845,Panther
SEH1,81929,Ensembl;HomoloGene;Panther;TreeFam
SEM1,7979,Panther
SEN1,23064,Ensembl
SEN2,80746,Ensembl;Panther;TreeFam
SEN34,79042,Ensembl;HomoloGene;Panther;TreeFam
SEN54,283989,Panther
SER1,29968,Ensembl;HomoloGene;Panther
SER2,5723,Ensembl;Panther;TreeFam
SER3,1487;1488;9380;26227,Ensembl;Panther
SER33,1487;1488;9380;26227,Ensembl;Panther
SES1,6301,Ensembl;HomoloGene;Panther;TreeFam
SET1,2145;2146;4297;9757;58508;8085;9739;23067,Ensembl;TreeFam
SET2,55870;79813;10919;64324;26040;29072;9869;83852;6419;6839;79723;7468;54904,Ensembl;Panther
SET5,56950;64754,Panther
SEY1,259217;116835,Panther
SFA1,124;125;126;127;128;130;131;6652;9540,Ensembl;Panther;TreeFam;HomoloGene
SFB2,10802;10427;9632;9871,Ensembl;Panther;TreeFam
SFB3,9632;9871,HomoloGene;Panther;TreeFam
SFC1,203427;9673,TreeFam;Panther
SFH1,6598,Panther
SFK1,55332;128338,Panther
SFL1,86614,TreeFam
SFP1,221895,Ensembl;Panther
SFT1,10282;51272,Panther;TreeFam
SGD1,64434,Ensembl;Panther;TreeFam
SGF11,552889,Panther
SGF29,112869,Panther
SGF73,6314,Panther
SGN1,8106,TreeFam
SGS1,641;5965;9401;9400;7486,Ensembl;Panther
SGT2,6449;54970,Ensembl;Panther;TreeFam
SGV1,1025,TreeFam
SHE4,10963,Panther
SHH3,6391,Panther;TreeFam
SHH4,6392,Panther
SHM1,6470;6472,Ensembl;Panther;HomoloGene
SHM2,6470;6472,Ensembl;HomoloGene;Panther
SHP1,55968;137886,Ensembl;HomoloGene;TreeFam
SHQ1,55164,Ensembl;HomoloGene;Panther;TreeFam
SHR5,51125;401647,Panther
SHS1,1731;151011;55752;346288;4735;5414;5413;23157;989;23176,Panther;TreeFam
SHY1,6834,Ensembl;Panther;TreeFam
SIF2,6907;79718;90665;84321;116966,Ensembl;Panther
SIL1,23640;64374,Panther
SIN3,25942;23309,Ensembl;Panther;TreeFam
SIP2,5564;5565,Ensembl;HomoloGene
SIP3,219771,Panther
SIR2,23411;23409;23408,Ensembl;Panther
SIR3,4998,Panther
SIS1,3337;374407;3300;11080;25822;10049;150353;165721;5611;80331;85479;285126;7266,Ensembl;HomoloGene;Panther;TreeFam
SIS2,60490,Ensembl;Panther;TreeFam
SIT4,5537,Ensembl;HomoloGene;Panther;TreeFam
SIZ1,8554;9063;10401;51588;57178;83637,Panther;TreeFam;Ensembl
SKG3,5062,Panther
SKG6,29992;29990,Panther
SKI2,6499,Ensembl;HomoloGene;TreeFam
SKI3,9652,Ensembl;Panther
SKI6,54512,Ensembl;HomoloGene;Panther;TreeFam
SKI7,4528,Panther
SKM1,9943;5058;5062;5063;10298;56924;57144;27347;92335;55437,Ensembl;Panther;TreeFam
SKN7,3297;3298;3299;86614,Panther;TreeFam
SKO1,1386;11016,Panther
SKP1,6500,HomoloGene;Panther;TreeFam
SKS1,54861,Panther
SKT5,65260;9812,TreeFam;Panther
SKY1,6732;6733,Ensembl;Panther;TreeFam
SLA1,2060;10750;9402;2885;6453;50618;6503;84174,Panther;TreeFam
SLA2,3092;9026;7094;83660,Ensembl;Panther;TreeFam
SLC1,10554;10555,Ensembl;Panther;TreeFam
SLD5,84296,Ensembl;Panther;TreeFam
SLG1,143662,Panther
SLH1,10973;113510;10721;23020,Ensembl;HomoloGene;TreeFam
SLI15,3619,Panther
SLK19,84660;10051,Panther
SLM3,55687,Ensembl;HomoloGene;Panther;TreeFam
SLM5,1615;79731,Panther;Ensembl;HomoloGene;TreeFam
SLT2,5598,HomoloGene
SLU7,10569,Panther
SLX1,548593;79008,Ensembl;Panther
SLX8,6047,Panther
SMB1,51691;6628;6638,TreeFam;Ensembl;Panther
SMC1,8243;27127,Ensembl;HomoloGene;Panther;TreeFam
SMC2,10592,Ensembl;HomoloGene;Panther;TreeFam
SMC3,9126,Ensembl;HomoloGene;Panther;TreeFam
SMC4,84660;10051,Panther;Ensembl;HomoloGene;TreeFam
SMC5,23137,Ensembl;HomoloGene;Panther;TreeFam
SMC6,79677,Ensembl;Panther;TreeFam
SMD1,6632,Panther
SMD2,6633,Ensembl;HomoloGene;Panther
SMD3,6634,Panther
SME1,6635,Panther;TreeFam
SMF1,6556;4891,Ensembl;Panther;TreeFam
SMF2,6556;4891,Ensembl;Panther;TreeFam
SMF3,6556;4891,Ensembl;Panther;TreeFam
